Unnamed: 0,hour,day_of_week,month,is_weekend,day_of_month,set_point_temperature,return_temperature,supply_air_temperature,supply_fan,valve_position,heat_exchanger,heating_supply_temperature,cooling_supply_temperature,cooling_pump,heating_season,ahu_1,ahu_2,ahu_3,ahu_4,ahu_5,ahu_6,ahu_7,ahu_8,label
55.0,15.0,6.0,11.0,1.0,26.0,23.4,19.3,26.0,0.0,30.0,0.0,38.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33932.0,10.0,0.0,6.0,0.0,12.0,24.6,24.0,20.4,1.0,13.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38881.0,16.0,5.0,7.0,1.0,8.0,24.8,26.1,26.0,0.0,0.0,0.0,0.0,14.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44040.0,15.0,6.0,8.0,1.0,6.0,25.0,26.7,26.7,0.0,0.0,0.0,0.0,14.60000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20573.0,18.0,6.0,3.0,1.0,19.0,24.0,22.5,32.5,0.0,20.0,1.0,51.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34072.0,6.0,6.0,6.0,1.0,18.0,24.6,25.2,25.2,0.0,0.0,0.0,0.0,13.30000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16411.0,15.0,2.0,2.0,0.0,8.0,24.0,24.6,26.1,1.0,6.0,1.0,57.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48333.0,6.0,0.0,9.0,0.0,4.0,25.0,24.4,21.9,1.0,15.0,0.0,0.0,14.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38874.0,9.0,5.0,7.0,1.0,8.0,24.8,26.1,25.9,0.0,0.0,0.0,0.0,13.60000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20249.0,4.0,6.0,3.0,1.0,5.0,24.0,21.4,31.6,0.0,30.0,0.0,28.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16409.0,13.0,2.0,2.0,0.0,8.0,24.0,24.0,25.7,1.0,6.0,1.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20784.0,23.0,1.0,3.0,0.0,28.0,24.0,22.2,26.4,0.0,10.0,0.0,41.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58837.0,2.0,3.0,11.0,0.0,16.0,23.4,21.8,30.7,0.0,30.0,0.0,25.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20321.0,4.0,3.0,3.0,0.0,9.0,24.0,21.8,31.2,0.0,20.0,0.0,36.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20740.0,17.0,6.0,3.0,1.0,26.0,24.0,21.5,23.4,0.0,10.0,0.0,46.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44404.0,19.0,5.0,8.0,1.0,26.0,25.0,26.1,29.0,0.0,0.0,0.0,0.0,14.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33971.0,1.0,2.0,6.0,0.0,14.0,24.6,24.5,24.7,0.0,0.0,0.0,0.0,13.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53750.0,0.0,3.0,10.0,0.0,19.0,24.8,24.9,26.0,0.0,0.0,0.0,0.0,38.40000153,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39395.0,2.0,6.0,7.0,1.0,30.0,24.8,26.0,26.2,0.0,0.0,0.0,0.0,14.30000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58664.0,13.0,2.0,11.0,0.0,8.0,23.4,26.2,27.6,1.0,4.0,0.0,26.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63131.0,1.0,5.0,12.0,1.0,9.0,23.4,22.7,33.0,0.0,30.0,0.0,54.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44139.0,18.0,3.0,8.0,0.0,10.0,25.0,25.0,26.1,1.0,0.2,0.0,0.0,14.80000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12883.0,6.0,4.0,1.0,0.0,6.0,25.0,25.2,30.1,1.0,7.0,1.0,46.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16696.0,20.0,5.0,2.0,1.0,25.0,24.0,24.0,25.4,1.0,7.0,0.0,41.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58967.0,14.0,2.0,11.0,0.0,22.0,23.4,24.5,25.8,1.0,0.0,0.0,25.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16541.0,18.0,5.0,2.0,1.0,18.0,24.0,24.6,25.9,1.0,4.0,0.0,48.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38921.0,8.0,0.0,7.0,0.0,10.0,24.8,23.4,22.1,1.0,10.0,0.0,0.0,13.60000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33775.0,21.0,0.0,6.0,0.0,5.0,24.6,24.8,25.7,0.0,0.0,0.0,0.0,13.30000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12783.0,6.0,6.0,1.0,1.0,1.0,25.0,22.4,23.7,1.0,5.0,1.0,46.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8650.0,5.0,0.0,12.0,0.0,18.0,23.4,30.4,41.7,1.0,15.0,1.0,56.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25376.0,11.0,4.0,4.0,0.0,28.0,24.0,25.1,26.3,1.0,0.0,0.0,46.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48495.0,0.0,6.0,9.0,1.0,10.0,25.0,26.5,27.0,0.0,0.0,0.0,0.0,14.10000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53918.0,1.0,4.0,10.0,0.0,27.0,24.8,26.3,27.6,1.0,0.0,0.0,0.0,40.20000076,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12880.0,3.0,4.0,1.0,0.0,6.0,25.0,25.3,30.1,1.0,7.0,1.0,46.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38934.0,21.0,0.0,7.0,0.0,10.0,24.8,25.5,26.5,0.0,0.0,0.0,0.0,14.30000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48272.0,17.0,4.0,9.0,0.0,1.0,25.0,24.1,21.9,1.0,15.0,0.0,0.0,14.60000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33838.0,12.0,3.0,6.0,0.0,8.0,24.6,24.2,19.7,1.0,12.0,0.0,0.0,13.10000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44116.0,19.0,2.0,8.0,0.0,9.0,25.0,24.6,26.3,0.0,0.0,0.0,0.0,15.60000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10609.0,10.0,6.0,4.0,1.0,16.0,24.0,20.4,20.5,0.0,0.0,0.0,24.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
34251.0,17.0,6.0,6.0,1.0,25.0,24.6,25.7,25.5,0.0,0.0,0.0,0.0,14.30000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16718.0,18.0,3.0,1.0,0.0,26.0,24.0,22.5,32.5,0.0,30.0,1.0,51.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58647.0,20.0,1.0,11.0,0.0,7.0,23.4,25.2,28.6,0.0,0.0,1.0,25.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58972.0,19.0,2.0,11.0,0.0,22.0,23.4,22.9,28.1,0.0,30.0,0.0,25.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54029.0,16.0,1.0,10.0,0.0,31.0,24.8,26.0,25.7,1.0,0.0,0.0,0.0,40.70000076,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38918.0,5.0,0.0,7.0,0.0,10.0,24.8,26.1,25.9,0.0,0.0,0.0,0.0,13.80000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53316.0,22.0,6.0,10.0,1.0,1.0,24.8,24.9,24.9,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20854.0,21.0,4.0,3.0,0.0,31.0,24.0,23.2,26.2,0.0,10.0,1.0,47.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16732.0,8.0,0.0,2.0,0.0,27.0,24.0,24.3,25.6,1.0,8.0,1.0,50.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48445.0,22.0,4.0,9.0,0.0,8.0,25.0,26.1,27.4,0.0,0.0,0.0,0.0,14.60000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63382.0,6.0,3.0,12.0,0.0,21.0,23.4,26.4,28.2,1.0,7.0,1.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44013.0,12.0,5.0,8.0,1.0,5.0,25.0,22.9,18.2,1.0,23.0,0.0,0.0,14.80000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48872.0,17.0,1.0,9.0,0.0,26.0,25.0,24.4,23.5,1.0,10.0,0.0,0.0,7.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12947.0,0.0,1.0,1.0,0.0,10.0,25.0,26.1,33.5,1.0,10.0,1.0,47.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59092.0,16.0,3.0,11.0,0.0,30.0,23.4,23.8,24.3,1.0,8.0,1.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20578.0,23.0,6.0,3.0,1.0,19.0,24.0,22.0,32.6,0.0,20.0,1.0,51.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20315.0,22.0,2.0,3.0,0.0,8.0,24.0,21.8,31.3,0.0,20.0,0.0,39.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43992.0,15.0,4.0,8.0,0.0,4.0,25.0,23.8,22.6,1.0,12.0,0.0,0.0,14.60000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33930.0,8.0,0.0,6.0,0.0,12.0,24.6,24.4,24.5,1.0,13.0,0.0,0.0,11.80000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63273.0,3.0,4.0,12.0,0.0,15.0,23.4,24.7,25.9,1.0,5.0,1.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34170.0,8.0,3.0,6.0,0.0,22.0,24.6,24.4,21.0,1.0,13.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16350.0,15.0,5.0,2.0,1.0,4.0,24.0,23.2,25.0,1.0,7.0,1.0,56.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20497.0,14.0,3.0,3.0,0.0,16.0,24.0,24.6,25.8,1.0,0.0,1.0,51.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38948.0,11.0,1.0,7.0,0.0,11.0,24.8,24.3,24.3,1.0,11.0,0.0,0.0,14.30000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53396.0,6.0,3.0,10.0,0.0,5.0,24.8,24.1,24.2,0.0,0.0,0.0,0.0,22.20000076,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53707.0,5.0,2.0,10.0,0.0,18.0,24.8,23.7,24.2,0.0,0.0,0.0,0.0,34.20000076,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25127.0,13.0,0.0,4.0,0.0,17.0,24.0,24.1,25.5,1.0,0.0,0.0,45.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24930.0,11.0,2.0,4.0,0.0,5.0,24.0,25.3,26.6,1.0,0.0,0.0,34.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25007.0,0.0,5.0,4.0,1.0,8.0,24.0,21.1,22.2,0.0,0.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48578.0,11.0,3.0,9.0,0.0,14.0,25.0,24.2,22.3,1.0,13.0,0.0,0.0,8.300000191,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58710.0,19.0,4.0,11.0,0.0,10.0,23.4,24.2,28.0,0.0,30.0,0.0,26.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39363.0,18.0,4.0,7.0,0.0,28.0,24.8,24.0,21.8,0.0,0.0,0.0,0.0,14.30000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44171.0,2.0,3.0,8.0,0.0,17.0,25.0,24.7,26.1,1.0,8.0,0.0,0.0,14.30000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9730.0,13.0,6.0,2.0,1.0,5.0,24.0,18.0,25.2,0.0,30.0,1.0,56.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
48967.0,16.0,5.0,9.0,1.0,30.0,25.0,25.3,25.3,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58939.0,6.0,1.0,11.0,0.0,21.0,23.4,23.6,25.0,1.0,0.0,0.0,25.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25117.0,1.0,6.0,4.0,1.0,16.0,24.0,21.4,22.2,0.0,0.0,0.0,25.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16752.0,4.0,1.0,2.0,0.0,28.0,24.0,21.4,30.7,0.0,30.0,1.0,51.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63268.0,22.0,3.0,12.0,0.0,14.0,23.4,24.5,25.9,1.0,5.0,1.0,56.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33938.0,16.0,0.0,6.0,0.0,12.0,24.6,24.2,20.2,1.0,13.0,0.0,0.0,12.60000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39335.0,14.0,3.0,7.0,0.0,27.0,24.8,23.6,20.5,1.0,15.0,0.0,0.0,14.80000019,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13180.0,6.0,1.0,1.0,0.0,24.0,25.0,26.6,35.6,1.0,12.0,1.0,46.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58646.0,19.0,1.0,11.0,0.0,7.0,23.4,25.5,29.2,0.0,0.0,1.0,25.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34257.0,23.0,6.0,6.0,1.0,25.0,24.6,25.6,25.5,0.0,0.0,0.0,0.0,14.10000038,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63193.0,19.0,0.0,12.0,0.0,11.0,23.4,24.4,26.8,0.0,30.0,1.0,55.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20570.0,15.0,6.0,3.0,1.0,19.0,24.0,22.1,32.7,0.0,20.0,1.0,51.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
