Unnamed: 0,hour,day_of_week,month,is_weekend,day_of_month,set_point_temperature,return_temperature,supply_air_temperature,supply_fan,valve_position,heat_exchanger,heating_supply_temperature,cooling_supply_temperature,cooling_pump,heating_season,ahu_1,ahu_2,ahu_3,ahu_4,ahu_5,ahu_6,ahu_7,ahu_8,label
51053.0,15.0,2.0,9.0,0.0,27.0,24.8,24.3,21.1,1.0,9.0,0.0,0.0,7.099999905,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
41045.0,20.0,2.0,7.0,0.0,5.0,24.3,24.9,21.2,1.0,10.0,0.0,0.0,14.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
22374.0,15.0,3.0,3.0,0.0,9.0,25.0,23.6,30.6,1.0,8.0,0.0,31.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
60809.0,9.0,0.0,11.0,0.0,20.0,24.6,23.2,30.7,1.0,10.0,0.0,25.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
60815.0,15.0,0.0,11.0,0.0,20.0,24.6,25.3,31.9,1.0,10.0,0.0,25.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
41362.0,1.0,2.0,7.0,0.0,19.0,24.3,23.9,21.5,1.0,9.0,0.0,0.0,14.30000019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
32018.0,10.0,3.0,5.0,0.0,25.0,24.0,24.0,20.6,1.0,9.0,0.0,24.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
51058.0,20.0,2.0,9.0,0.0,27.0,24.8,23.7,20.7,1.0,10.0,0.0,0.0,7.400000095,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
14738.0,11.0,3.0,1.0,0.0,12.0,24.0,23.4,37.4,1.0,15.0,1.0,46.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
60463.0,17.0,6.0,11.0,1.0,5.0,24.6,24.4,25.1,0.0,0.0,0.0,27.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46348.0,13.0,2.0,8.0,0.0,30.0,24.7,24.8,22.1,1.0,10.0,0.0,0.0,14.30000019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
35829.0,11.0,3.0,6.0,0.0,1.0,24.4,25.0,21.6,1.0,9.0,0.0,0.0,13.10000038,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
32016.0,8.0,3.0,5.0,0.0,25.0,24.0,24.5,20.4,1.0,15.0,0.0,24.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
61002.0,10.0,1.0,11.0,0.0,28.0,24.6,22.4,30.3,1.0,12.0,0.0,26.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
10791.0,17.0,6.0,4.0,1.0,16.0,24.0,20.2,21.0,0.0,0.0,1.0,45.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
41423.0,14.0,4.0,7.0,0.0,21.0,24.3,24.5,19.8,1.0,15.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8737.0,10.0,6.0,12.0,1.0,17.0,24.7,20.7,30.1,1.0,13.0,1.0,55.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
