Unnamed: 0,hour,day_of_week,month,is_weekend,day_of_month,set_point_temperature,return_temperature,supply_air_temperature,supply_fan,valve_position,heat_exchanger,heating_supply_temperature,cooling_supply_temperature,cooling_pump,heating_season,ahu_1,ahu_2,ahu_3,ahu_4,ahu_5,ahu_6,ahu_7,ahu_8,label
56655.0,17.0,1.0,10.0,0.0,17.0,24.6,25.5,26.4,1.0,0.0,0.0,0.0,33.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
41702.0,5.0,6.0,7.0,1.0,2.0,25.6,26.1,25.9,0.0,0.0,0.0,0.0,14.10000038,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
27575.0,8.0,3.0,4.0,0.0,13.0,24.0,23.3,24.3,1.0,0.0,1.0,46.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
56989.0,15.0,1.0,10.0,0.0,31.0,24.6,26.1,27.0,1.0,0.0,0.0,0.0,40.70000076,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32731.0,9.0,2.0,5.0,0.0,24.0,24.0,24.5,22.3,1.0,10.0,0.0,24.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
42346.0,1.0,5.0,7.0,1.0,29.0,25.6,26.6,25.8,0.0,0.0,0.0,0.0,14.30000019,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
41894.0,5.0,0.0,7.0,0.0,10.0,25.6,26.6,26.1,0.0,0.0,0.0,0.0,13.80000019,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
42055.0,22.0,6.0,7.0,1.0,16.0,25.6,26.4,25.9,0.0,0.0,0.0,0.0,14.30000019,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
56974.0,0.0,0.0,10.0,0.0,30.0,24.6,23.9,24.2,0.0,0.0,0.0,0.0,40.70000076,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
27311.0,8.0,5.0,4.0,1.0,1.0,24.0,24.0,25.3,0.0,10.0,1.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32799.0,5.0,5.0,5.0,1.0,27.0,24.0,24.2,24.2,0.0,0.0,0.0,24.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
64957.0,23.0,6.0,12.0,1.0,17.0,21.4,18.7,20.2,1.0,10.0,1.0,56.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32404.0,18.0,2.0,5.0,0.0,10.0,24.0,24.9,15.2,0.0,0.0,0.0,25.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1201.0,16.0,5.0,2.0,1.0,18.0,23.0,29.0,47.1,0.0,30.0,0.0,49.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
32786.0,16.0,4.0,5.0,0.0,26.0,24.0,25.6,26.1,1.0,10.0,0.0,24.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
56945.0,19.0,6.0,10.0,1.0,29.0,24.6,24.3,24.4,0.0,0.0,0.0,0.0,40.90000153,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
42022.0,13.0,5.0,7.0,1.0,15.0,25.6,25.8,25.5,0.0,0.0,0.0,0.0,14.30000019,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
56500.0,6.0,2.0,10.0,0.0,11.0,24.6,23.9,24.4,0.0,0.0,0.0,0.0,24.29999924,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
18769.0,10.0,3.0,2.0,0.0,23.0,23.0,24.5,24.1,1.0,0.0,1.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10168.0,13.0,5.0,2.0,1.0,4.0,23.0,17.3,41.5,0.0,30.0,1.0,57.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
41974.0,13.0,3.0,7.0,0.0,13.0,25.6,24.4,18.8,1.0,15.0,0.0,0.0,14.10000038,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
